"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-08","2011-10-25",1253,"LA PLATA Nº 13","Buenos Aires","Importado","2011","","CAMION C/C CEREALERA","J33","DFM","170","DUOLICA 1063CJ10","1","Privado","Física","LA PLATA","BUENOS AIRES","No identificado","1964","BOLIVIA",100,"06","BOL"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-08","1999-10-06",1249,"BERISSO Nº 1","Buenos Aires","Nacional","1999","","CH.CABINA 3550","29","MERCEDES BENZ","95","SPRINTER310D/CH3550","1","Privado","Física","BERISSO","BUENOS AIRES","Femenino","1937","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-03","1987-06-05",8022,"CONCEPCION DEL URUGUAY Nº 2","Entre Ríos","Nacional","1987","","ACOPLADO PLAYO","01","PRATI-FRUEHAUF","17","RBB C1 F2 HD 8.6OM","1","Privado","Jurídica","CONCEPCION DEL URUGUAY","ENTRE RIOS","No aplica","2008","No aplica",100,"30",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-02","1986-03-25",21002,"CAÑADA DE GOMEZ Nº 1","Santa Fe","Nacional","1986","","BERLINA 5 PTAS","37","RENAULT","19","RENAULT 11 TL","1","Privado","Física","CAÑADA DE GOMEZ IRIONDO","SANTA FE","No identificado","1987","ARGENTINA",100,"82","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-20","2009-08-07",4058,"EMBALSE","Córdoba","Nacional","2009","","SEMIRREMOLQUE BATEA","AS","PETINARI","30","SEM B 3 (1+2) E","1","Privado","Física","BERROTARAN","CORDOBA","Masculino","1942","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-30","2010-10-29",1255,"LOMAS DE ZAMORA Nº 8","Buenos Aires","Nacional","2010","","FURGON 800","34","PEUGEOT","KF","PARTNER PRESENCE PLC 1.6 HDI","1","Privado","Física","TEMPERLEY*LOMAS DE ZAMORA","BUENOS AIRES","No identificado","1969","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-23","1997-10-01",8021,"CONCORDIA Nº 2","Entre Ríos","Nacional","1997","","CHASIS C/CABINA P/CAMION","29","MERCEDES BENZ","63","BM386 VERSION 1620 / 1997","1","Privado","Física","CONCORDIA","ENTRE RIOS","Masculino","1968","ARGENTINA",100,"30","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","1998-01-23",8028,"CONCEPCION DEL URUGUAY Nº 3","Entre Ríos","Nacional","1998","","COMBI 3550","29","MERCEDES BENZ","93","SPRINTER 310D/C3550","1","Privado","Física","C. DEL URUGUAY","ENTRE RIOS","Masculino","1978","ARGENTINA",100,"30","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-31","2000-07-05",16012,"GENERAL ROCA Nº 2","Río Negro","Nacional","2000","","FURGON 3000","29","MERCEDES BENZ","AB","SPRINTER 312D/F 3000","1","Privado","Física","GENERAL ROCA","RIO NEGRO","No identificado","1978","ARGENTINA",100,"62","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-31","1999-09-29",16010,"MAQUINCHAO","Río Negro","Nacional","1999","","FURGON 3550","29","MERCEDES BENZ","91","SPRINTER310D/F3550","1","Privado","Física","LOS MENUCOS","RIO NEGRO","Masculino","1986","ARGENTINA",100,"62","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-09","2011-03-29",5011,"CORRIENTES Nº 2","Corrientes","Protocolo 21","2011","","OMNIBUS","092","MERCEDES BENZ","168","OF-1418","2","Público","Jurídica","CORRIENTES","CORRIENTES","No aplica","2001","No aplica",100,"18",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-21","2007-07-13",16009,"VILLA REGINA","Río Negro","Protocolo 21","2007","","OMNIBUS","092","MERCEDES BENZ","835","OF-1418","1","Privado","Física","VILLA REGINA","RIO NEGRO","Femenino","1970","ARGENTINA",100,"62","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-14","1990-07-23",16012,"GENERAL ROCA Nº 2","Río Negro","Nacional","1990","","COUPE 2 PUERTAS","37","RENAULT","52","FUEGO GTA","1","Privado","Física","GENERAL ROCA","RIO NEGRO","Femenino","1980","ARGENTINA",100,"62","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-02","1996-01-24",21002,"CAÑADA DE GOMEZ Nº 1","Santa Fe","Nacional","1996","","BERLINA","37","RENAULT","AP","R21 RN SEDAN M2100 DIESEL","1","Privado","Física","CAÑADA DE GOMEZ IRIONDO","SANTA FE","No identificado","1967","No identificado",100,"82",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-02","2009-08-07",4058,"EMBALSE","Córdoba","Nacional","2009","","SEMIRREMOLQUE BATEA","AS","PETINARI","30","SEM B 3 (1+2) E","1","Privado","Física","BERROTARAN","CORDOBA","Masculino","1942","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-06","2009-08-07",4058,"EMBALSE","Córdoba","Nacional","2009","","SEMIRREMOLQUE BATEA","AS","PETINARI","30","SEM B 3 (1+2) E","1","Privado","Física","BERROTARAN","CORDOBA","Masculino","1942","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-13","2011-11-22",21036,"VILLA CAÑAS","Santa Fe","Nacional","2011","","SEMIRREMOLQUE BARAND","03","MONTENEGRO","53","SBVE","1","Privado","Jurídica","VILLA CAÑAS","SANTA FE","No aplica","1994","No aplica",100,"82",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-10","1993-10-18",8021,"CONCORDIA Nº 2","Entre Ríos","Nacional","1993","","ACOPLADO FURGON TERMICO","19","SOLA Y BRUSA SA","36","20-25 / 1993","1","Privado","Jurídica","CONCORDIA","ENTRE RIOS","No aplica","2014","No aplica",100,"30",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-06","2007-01-25",4058,"EMBALSE","Córdoba","Nacional","2007","","SEMIRREMOLQUE BARANDA VOLCAB","03","MONTENEGRO","53","SBVE","1","Privado","Física","BERROTARAN","CORDOBA","Masculino","1952","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","1998-05-17",12004,"LA RIOJA Nº 2","La Rioja","Nacional","1988","","SIN ESPECIFICACION","29","SIN ESPECIFICACION","36","SIN ESPECIFICACION","1","Privado","Jurídica","CAPITAL LA RIOJA","LA RIOJA","No aplica","2002","No aplica",100,"46",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-13","1999-10-27",6010,"RESISTENCIA Nº 2","Chaco","Nacional","1999","","SEDAN","08","CHEVROLET","67","CORSA 4PUERTAS GL1.7 DIESEL A","1","Privado","Jurídica","RESISTENCIA","CHACO","No aplica","1998","No aplica",100,"22",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-31","1998-08-14",1021,"CORONEL PRINGLES","Buenos Aires","Importado","1998","","CASA RODANTE","044","FIAT","132","DUCATO 2.5D PM 14 GRAN VOLUME","1","Privado","Física","CORONEL PRINGLES","BUENOS AIRES","Masculino","1983","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-09","1994-03-07",13008,"SAN RAFAEL Nº 2","Mendoza","Importado","1994","","SEDAN","","PEUGEOT","","405 SRDT","1","Privado","Física","CIUDAD","MENDOZA","Masculino","1958","ARGENTINA",100,"50","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-07","1994-11-15",4062,"CORDOBA Nº 19","Córdoba","Importado","1994","","MINIBUS","","FIAT","","DUCATO D-14","1","Privado","Jurídica","CORDOBA","CORDOBA","No aplica","2005","No aplica",100,"14",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-10","1997-12-12",4017,"JOVITA","Córdoba","Nacional","1997","","CHASIS C/CABINA P/CAMION","29","MERCEDES BENZ","63","BM386 VERSION 1620","1","Privado","Física","DEL CAMPILLO","CORDOBA","Masculino","1991","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-29","2008-04-21",13010,"MENDOZA Nº 04","Mendoza","Nacional","2008","","FURGON 600","34","PEUGEOT","EP","PARTNER FURGON D PLC PRESENCE","1","Privado","Física","LOS CORRALITOS","MENDOZA","No identificado","1970","ARGENTINA",100,"50","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","1987-04-06",12004,"LA RIOJA Nº 2","La Rioja","Nacional","1987","","SIN ESPECIFICACION","29","SIN ESPECIFICACION","36","SIN ESPECIFICACION","2","Público","Jurídica","CAPITAL    LA RIOJA","LA RIOJA","No aplica","2002","No aplica",100,"46",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","1973-07-31",21049,"ROSARIO Nº 11","Santa Fe","Nacional","1962","","TRANSPORTE DE CARGA","","BEDFORD","","1962","1","Privado","Jurídica","ROSARIO","SANTA FE","No aplica","2009","No aplica",100,"82",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","1987-05-18",12004,"LA RIOJA Nº 2","La Rioja","Nacional","1987","","MICROOMNIBUS","29","MERCEDES BENZ","36","OF 1214/45","2","Público","Jurídica","CAPITAL","LA RIOJA","No aplica","2002","No aplica",100,"46",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","2006-07-21",12004,"LA RIOJA Nº 2","La Rioja","Protocolo 21","2006","","MICROOMNIBUS","092","MERCEDES BENZ","730","OF-1417","2","Público","Jurídica","Bº YACAMPIS- LA RIOJA","LA RIOJA","No aplica","2002","No aplica",100,"46",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","1995-04-12",12004,"LA RIOJA Nº 2","La Rioja","Nacional","1995","","MICROOMNIBUS","29","MERCEDES BENZ","49","OHL 1320/51","1","Privado","Jurídica","CAPITAL","LA RIOJA","No aplica","2006","No aplica",100,"46",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-01","1994-09-30",23009,"YERBA BUENA Nº 1","Tucumán","Importado","1994","","AUTOM. PLATAFORMA 2","","MERCEDES BENZ","","MB 180 D","1","Privado","Física","SAN ISIDRO DE LULES","TUCUMAN","No identificado","1982","ARGENTINA",100,"90","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-27","2010-07-16",23008,"TUCUMAN Nº 7","Tucumán","Protocolo 21","2010","","OMNIBUS","092","MERCEDES BENZ","168","OF-1418","2","Público","Jurídica","LOS VALLISTOS","TUCUMAN","No aplica","2003","No aplica",100,"90",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-20","2012-07-03",22003,"SANTIAGO DEL ESTERO Nº 1","Santiago del Estero","Protocolo 21","2012","","OMNIBUS","092","MERCEDES BENZ","168","OF-1418","1","Privado","Jurídica","SGO DEL ESTERO","SGO.DEL ESTERO","No aplica","2000","No aplica",100,"86",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-14","2009-09-24",1136,"ADROGUE Nº 2","Buenos Aires","Nacional","2009","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","JOSE MARMOL","BUENOS AIRES","No identificado","1976","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-29","2001-08-23",6015,"RESISTENCIA Nº 5","Chaco","Nacional","2001","","CAMION TRACTOR","67","IVECO","09","450E31T","1","Privado","Física","RESISTENCIA","CHACO","Masculino","1989","ARGENTINA",100,"22","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-14","1999-11-04",6015,"RESISTENCIA Nº 5","Chaco","Nacional","1999","","BERLINA 4 PTAS","37","RENAULT","CZ","MEGANE RT DT TRIC","1","Privado","Física","RESISTENCIA","CHACO","No identificado","1974","ARGENTINA",100,"22","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-02","2009-10-22",13011,"MENDOZA Nº 05","Mendoza","Nacional","2009","","UTILITARIO","08","CHEVROLET","CD","CORSA CLASSIC 3 P CARGO 1.4N","1","Privado","Física","CAPITAL","MENDOZA","Masculino","1986","ARGENTINA",100,"50","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-14","1975-11-30",4068,"COSQUIN Nº 2","Córdoba","Nacional","1945","","JEEP","27","WILLYS","01","1945","1","Privado","Física","SANTA MARIA","CORDOBA","Femenino","1961","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-09","2008-01-18",4066,"RIO CUARTO Nº 3","Córdoba","Nacional","2008","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","RIO CUARTO","CORDOBA","Masculino","1964","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-21","2009-11-10",13025,"RIVADAVIA","Mendoza","Nacional","2009","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Jurídica","RIVADAVIA","MENDOZA","No aplica","1955","No aplica",100,"50",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-31","2006-08-09",4006,"CORDOBA Nº 02","Córdoba","Nacional","2006","","FOURGON COURT TYPE 600","07","CITROEN","43","BERLINGO FURGON 1.9D","1","Privado","Jurídica","CORDOBA","CORDOBA","No aplica","2004","No aplica",100,"14",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-15","1998-01-21",14016,"ARISTOBULO DEL VALLE","Misiones","Nacional","1998","","CAMION TRACTOR","67","IVECO","07","450E41HT","1","Privado","Física","ALBA POSSE","MISIONES","No identificado","1986","ARGENTINA",100,"54","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-14","1979-11-22",4035,"CORDOBA Nº 05","Córdoba","Nacional","1979","","AUTOMOVIL","41","TORINO","04","TORINO ZX","1","Privado","Física","B. CHUBUT CORDOBA CAPITAL","CORDOBA","No identificado","1967","No identificado",100,"14",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-14","1987-06-18",4042,"CORDOBA Nº 10","Córdoba","Nacional","1987","","MINIBUS","37","RENAULT","34","RENAULT TRAFIC","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1994","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-07","2004-07-30",4042,"CORDOBA Nº 10","Córdoba","Nacional","2004","","FOURGON COURT TYPE 600","07","CITROEN","19","BERLINGO FURGON 1.9 D PACK","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1989","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-29","2011-03-31",8008,"GUALEGUAYCHU Nº 1","Entre Ríos","Nacional","2011","","FURGON 800","34","PEUGEOT","KG","PARTNER CONFORT 1.6 HDI","1","Privado","Física","GUALEGUAYCHU","ENTRE RIOS","Masculino","1980","ARGENTINA",100,"30","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-17","1993-12-15",5009,"ITUZAINGO Nº 1","Corrientes","Nacional","1993","","TRACTOR","51","SCANIA","21","T113H 4X2S54","1","Privado","Física","VILLA OLIVARI","CORRIENTES","Masculino","1967","ARGENTINA",100,"18","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-08","1986-02-25",15003,"ZAPALA","Neuquén","Nacional","1986","","BERLINA 5 PTAS.","37","RENAULT","19","RENAULT 11 TL-1986","1","Privado","Física","ZAPALA/DPTO: ZAPALA","NEUQUEN","No identificado","1949","No identificado",100,"58",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-17","2009-08-18",1200,"SAN MARTIN Nº 6","Buenos Aires","Nacional","2009","","RURAL 5 PTAS","53","VOLKSWAGEN","MD","SURAN SDI 90E","1","Privado","Física","SAN MARTIN GRAL.SAN MARTIN","BUENOS AIRES","No identificado","1979","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-01","1994-11-09",4044,"CORDOBA Nº 11","Córdoba","Importado","1994","","AUTOMOVIL","104","PEUGEOT","050","405 GLD","1","Privado","Física","CORDOBA","CORDOBA","No identificado","1987","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","2009-08-27",1162,"OLAVARRIA Nº 2","Buenos Aires","Protocolo 21","2009","","TRANSPORTE DE CARGA","112","RENAULT","177","MASTER PH3 DCI 120 PKELE","1","Privado","Física","OLAVARRIA","BUENOS AIRES","Masculino","1990","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-10","2001-06-08",4043,"VILLA MARIA Nº 2","Córdoba","Nacional","2001","","SEDAN","08","CHEVROLET","88","CORSA 3 PTAS.SPORT","1","Privado","Física","VILLA MARIA","CORDOBA","Masculino","1974","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-13","2009-01-07",4075,"CORDOBA Nº 22","Córdoba","Nacional","2009","","RURAL 5 PTAS","53","VOLKSWAGEN","MB","SURAN SDI","1","Privado","Física","CORDOBA","CORDOBA","Femenino","1974","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-15","1986-05-30",2010,"CAPITAL FEDERAL Nº 010","Ciudad Autónoma de Bs.As.","Nacional","1986","","OMNIBUS","51","SCANIA","15","K112 4X2 S 33","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1990","No aplica",100,"02",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-09","2008-01-24",2089,"CAPITAL FEDERAL Nº 089","Ciudad Autónoma de Bs.As.","Protocolo 21","2008","","PICK UP CABINA DOBLE","158","DODGE","821","RAM2500 LARAMIE 4X4TD HEAVY DUTY","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1978","PARAGUAY",100,"02","PRY"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-23","2005-03-11",1165,"SAN FERNANDO Nº 2","Buenos Aires","Nacional","2005","","MINIBUS","29","MERCEDES BENZ","AZ","SPRINTER 313 CDI C/3550","1","Privado","Física","SAN FERNANDO","BUENOS AIRES","Femenino","1979","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","1990-02-22",7007,"TRELEW Nº 1","Chubut","Nacional","1990","","CHASIS S/CABINA P/PASAJEROS","29","MERCEDES BENZ","38","OH 1526/70","1","Privado","Jurídica","TRELEW","CHUBUT","No aplica","1995","No aplica",100,"26",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","1990-02-22",7007,"TRELEW Nº 1","Chubut","Nacional","1990","","CHASIS S/CABINA P/PASAJEROS","29","MERCEDES BENZ","38","OH 1526/70","1","Privado","Jurídica","TRELEW","CHUBUT","No aplica","1995","No aplica",100,"26",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-23","1991-07-19",4006,"CORDOBA Nº 02","Córdoba","Nacional","1991","","SEDAN","19","FORD","33","ESCORT","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1978","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-14","2010-06-29",4047,"VILLA CARLOS PAZ Nº 1","Córdoba","Nacional","2010","","FURGON 800","34","PEUGEOT","KF","PARTNER PRESENCE PLC 1.6 HDI","1","Privado","Física","VILLA CARLOS PAZ","CORDOBA","No identificado","1990","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-15","2002-06-20",5009,"ITUZAINGO Nº 1","Corrientes","Nacional","2002","","SEMIRREMOLQUE BDAS.V","19","SOLA Y BRUSA","16","06819SBVMN-02","1","Privado","Física","COLONIA LIEBIG","CORRIENTES","Masculino","1985","ARGENTINA",100,"18","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-02","2008-07-08",4038,"CORDOBA Nº 07","Córdoba","Nacional","2008","","FOURGON COURT TYPE","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Jurídica","CORDOBA","CORDOBA","No aplica","2005","No aplica",100,"14",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-30","2007-01-22",4037,"CORDOBA Nº 06","Córdoba","Nacional","2007","","FOURGON COURT TYPE 600","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Jurídica","CORDOBA","CORDOBA","No aplica","2001","No aplica",100,"14",""
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-02","1998-09-11",8002,"COLON Nº 1","Entre Ríos","Nacional","1998","","SEDAN","08","CHEVROLET","62","CORSA 4P GL 1.7 DIES BASE/1998","1","Privado","Física","COLÓN","ENTRE RIOS","Femenino","1989","ARGENTINA",100,"30","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-27","1990-07-19",4031,"SANTA ROSA DEL RIO 1","Córdoba","Nacional","1990","","CHASIS C/CABINA P/CAMION","29","MERCEDES BENZ","37","L  1526/48","1","Privado","Física","RÍO PRIMERO","CORDOBA","Masculino","1967","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-28","1971-01-21",8004,"CONCORDIA Nº 1","Entre Ríos","Importado","1961","","TRANSPORTE DE CARGA","999","SCANIA BAVIS","999","L 7550","1","Privado","Jurídica","CONCORDIA","ENTRE RIOS","No aplica","2013","No aplica",100,"30",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-23","2001-02-14",13034,"GODOY CRUZ","Mendoza","Nacional","2001","","SEDAN","08","CHEVROLET","52","CORSA 4 PUERTAS GL A/A Y D/P","1","Privado","Jurídica","GODOY CRUZ","MENDOZA","No aplica","2002","No aplica",100,"50",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-01","2022-03-31",6013,"RESISTENCIA Nº 4","Chaco","Importado","2022","C4","PICK-UP CARROZADA","R81","KYC","005","MAMUT BOX REFRIGERADO","1","Privado","Jurídica","RESISTENCIA","CHACO","No aplica","2022","No aplica",100,"22",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-03","2021-10-27",4023,"MORTEROS","Córdoba","Importado","2020","C4","PICK-UP CARROZADA","R81","KYC","005","MAMUT BOX REFRIGERADO","1","Privado","Jurídica","MORTEROS","CORDOBA","No aplica","1997","No aplica",100,"14",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-15","2005-01-11",19007,"SAN LUIS Nº 2","San Luis","Nacional","2005","99","FURGON VIDRIADO C/ASIENTOS","29","MERCEDES BENZ","AU","SPRINTER 311 CDI/F 3550","1","Privado","Física","SAN LUIS","SAN LUIS","Masculino","1990","ARGENTINA",100,"74","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-17","1998-05-27",15007,"NEUQUEN Nº 4","Neuquén","Nacional","1998","99","MOTORHOME","29","MERCEDES BENZ","91","SPRINTER 310 D / F3550","1","Privado","Física","NEUQUEN","NEUQUEN","Masculino","1959","ARGENTINA",100,"58","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-30","2013-10-22",1260,"FLORENCIO VARELA Nº 3","Buenos Aires","Nacional","2013","99","AMBULANCIA","07","CITROEN","AX","BERLINGO FURGON 1.6 HDI FULL AM53","1","Privado","Física","FLORENCIO VARELA","BUENOS AIRES","Masculino","1977","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-10","2006-11-01",1298,"TRENQUE LAUQUEN Nº 2","Buenos Aires","Nacional","2006","99","FURGON VIDRIADO C/ASIENTOS","37","RENAULT","KJ","KANGOO RL EXPRESS DIE 1PCL","1","Privado","Física","TRENQUE LAUQUEN","BUENOS AIRES","Masculino","1976","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-07","2021-04-05",7007,"TRELEW Nº 1","Chubut","Protocolo 21","2021","99","CHASIS CON CABINA DOBLE","063","IVECO","524","DAILY 55-170","1","Privado","Jurídica","TRELEW","CHUBUT","No aplica","2020","No aplica",100,"26",""
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-09","1994-11-28",8005,"CHAJARI","Entre Ríos","Nacional","1994","99","CAMION TERMICO","29","MERCEDES BENZ","64","L 1620/45","1","Privado","Jurídica","CHAJARI","ENTRE RIOS","No aplica","1992","No aplica",100,"30",""
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-15","2016-04-01",19009,"SAN LUIS Nº 4","San Luis","Nacional","2016","94","TRACTOR C/ CABINA DORMITORIO","29","MERCEDES BENZ","EP","BMO 695 VERSION ATRON 1634 S 45","1","Privado","Física","SAN LUIS","SAN LUIS","Masculino","1978","ARGENTINA",100,"74","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-30","2017-03-31",9002,"EL COLORADO","Formosa","Nacional","2016","94","TRACTOR C/ CABINA DORMITORIO","67","IVECO","CA","460S36 AT-","1","Privado","Física","LOS CHIRIGUANOS","FORMOSA","Masculino","1955","ARGENTINA",100,"34","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-31","2017-10-06",4054,"MARCOS JUAREZ Nº 2","Córdoba","Nacional","2016","94","TRACTOR C/ CABINA DORMITORIO","67","IVECO","CA","460S36 AT-","1","Privado","Física","MARCOS JUÁREZ","CORDOBA","Masculino","1953","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-30","2018-02-01",7002,"ESQUEL Nº 1","Chubut","Nacional","2018","94","TRACTOR C/ CABINA DORMITORIO","29","MERCEDES BENZ","FR","695 VERSION 1735 45","1","Privado","Jurídica","LAGO PUELO","CHUBUT","No aplica","2007","No aplica",100,"26",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-13","2022-05-13",23006,"TUCUMAN Nº 5","Tucumán","Nacional","2022","94","TRACTOR C/ CABINA DORMITORIO","67","IVECO","FB","460S36TLA14","1","Privado","Física","EL MOLLAR","TUCUMAN","Femenino","1952","ARGENTINA",100,"90","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-20","2017-01-23",2036,"CAPITAL FEDERAL Nº 036","Ciudad Autónoma de Bs.As.","Nacional","2017","94","TRACTOR C/ CABINA DORMITORIO","29","MERCEDES BENZ","FT","958 ATEGO 1726 36","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2009","No aplica",100,"02",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","2017-02-20",1051,"LOBERIA","Buenos Aires","Nacional","2017","94","TRACTOR C/ CABINA DORMITORIO","67","IVECO","BL","170E22T MLL","1","Privado","Física","LOBERIA","BUENOS AIRES","Masculino","1984","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-14","2018-02-05",1110,"SAN ANDRES DE GILES","Buenos Aires","Nacional","2018","94","TRACTOR C/ CABINA DORMITORIO","67","IVECO","CA","460S36 AT-","1","Privado","Física","SAN ANDRES DE GILES","BUENOS AIRES","Masculino","1992","ARGENTINA",100,"06","ARG"
