"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-06","2011-06-30",23002,"TUCUMAN Nº 1","Tucumán","Protocolo 21","2011","04","RURAL 5 PTAS","047","FORD","597","ECOSPORT 1.6 L 4X2 XL PLUS  2011","1","Privado","Física","CAPITAL","TUCUMAN","No identificado","1982","ARGENTINA",50,"90","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-29","2006-10-03",24005,"RIO GRANDE Nº 3","Tierra del Fuego","Protocolo 21","2006","04","RURAL 5 PTAS","044","FIAT","612","PALIO ADVENTURE 1.8MPI V8","1","Privado","Física","RIO GRANDE","T.DEL FUEGO","Femenino","1963","ARGENTINA",100,"94","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-13","2017-02-16",1086,"SAN FERNANDO Nº 1","Buenos Aires","Protocolo 21","2017","04","RURAL 5 PUERTAS","047","FORD","997","ECOSPORT S 1.6L MT N","1","Privado","Física","SAN FERNANDO","BUENOS AIRES","Femenino","1975","PERU",100,"06",""
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-13","2009-09-03",4026,"RIO CUARTO Nº 1","Córdoba","Protocolo 21","2009","04","RURAL 5 PTAS","047","FORD","596","ECOSPORT 1.6 L 4X2 XLS","1","Privado","Física","LAS HIGUERAS","CORDOBA","Femenino","1966","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-27","2022-07-20",22007,"SANTIAGO DEL ESTERO Nº 2","Santiago del Estero","Protocolo 21","2022","04","RURAL 5 PUERTAS","151","JEEP","129","COMPASS LIMITED 1.3T AT6 4X2","1","Privado","Física","SANTIAGO DEL ESTERO","SGO.DEL ESTERO","Masculino","1956","ARGENTINA",100,"86","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-13","2007-06-11",1001,"ADROGUE Nº 1","Buenos Aires","Protocolo 21","2007","04","RURAL 5 PTAS","047","FORD","736","ECOSPORT 1.4L TDCI 4X2 XLS MP3","1","Privado","Física","BURZACO-ALTE.BROWN","BUENOS AIRES","No identificado","1985","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-15","2017-01-31",4069,"RIO CEBALLOS","Córdoba","Protocolo 21","2017","04","RURAL 5 PUERTAS","047","FORD","998","ECOSPORT SE 1.6L MT N","1","Privado","Física","RÍO CEBALLOS","CORDOBA","Masculino","1967","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-31","2022-02-22",1002,"AMERICA","Buenos Aires","Protocolo 21","2022","04","RURAL 5 PUERTAS","112","RENAULT","A62","CAPTUR ZEN 2.0","1","Privado","Física","AMÉRICA","BUENOS AIRES","Masculino","1952","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-17","1993-05-11",13027,"SAN RAFAEL Nº 4","Mendoza","Importado","1993","04","FAMILIAR","044","FIAT","007","DUNA WEEKEND 1.7","1","Privado","Física","EL CERRITO","MENDOZA","Masculino","1966","ARGENTINA",100,"50","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-23","2019-02-07",4026,"RIO CUARTO Nº 1","Córdoba","Protocolo 21","2019","04","RURAL 5 PUERTAS","047","FORD","B61","ECOSPORT SE 1.5L MT N","1","Privado","Física","RIO CUARTO","CORDOBA","Masculino","1960","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-10","2007-01-22",1064,"MORENO Nº 1","Buenos Aires","Protocolo 21","2007","04","RURAL 5 PTAS","047","FORD","596","ECOSPORT 1.6 L 4X2 XLS","1","Privado","Física","MORENO","BUENOS AIRES","Masculino","1984","PARAGUAY",100,"06","PRY"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","2018-01-31",4013,"GENERAL CABRERA","Córdoba","Importado","2018","04","RURAL 5 PUERTAS","024","CHEVROLET","630","CHEVROLET TRACKER FWD LTZ","1","Privado","Física","GENERAL CABRERA","CORDOBA","Femenino","1966","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-15","2012-06-18",1079,"RAUCH","Buenos Aires","Protocolo 21","2012","04","RURAL 5 PTAS","047","FORD","596","ECOSPORT 1.6 L 4X2 XLS","1","Privado","Física","RAUCH","BUENOS AIRES","No identificado","1953","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-23","2008-02-26",24001,"RIO GRANDE Nº 1","Tierra del Fuego","Importado","2008","04","RURAL 5 PTAS","072","KIA","178","SPORTAGE 4X2 AÑO 2008","1","Privado","Física","RIO GRANDE","T.DEL FUEGO","Masculino","1985","ARGENTINA",100,"94","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-16","2016-06-30",1080,"ROJAS","Buenos Aires","Protocolo 21","2016","04","RURAL 5 PUERTAS","047","FORD","998","ECOSPORT SE 1.6L MT N","1","Privado","Física","ROJAS","BUENOS AIRES","No identificado","1981","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-31","2011-08-30",1263,"OLIVOS Nº 10","Buenos Aires","Protocolo 21","2011","04","RURAL 5 PTAS","047","FORD","597","ECOSPORT 1.6 L 4X2 XL PLUS","1","Privado","Física","MUNRO- VTE LOPEZ","BUENOS AIRES","No identificado","1964","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-16","2011-01-31",1074,"PILAR Nº 1","Buenos Aires","Protocolo 21","2011","04","RURAL 5 PTAS","047","FORD","821","ECOSPORT 2.0L XLS 4X2","1","Privado","Física","PILAR - Bº LOS FRESNOS","BUENOS AIRES","No identificado","1957","ARGENTINA",50,"06","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-29","2009-01-26",4069,"RIO CEBALLOS","Córdoba","Protocolo 21","2008","04","RURAL 5 PTAS","104","PEUGEOT","504","206 SW PREMIUM 1.6","1","Privado","Física","SALSIPUEDES","CORDOBA","Masculino","1975","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-08","2013-09-04",1310,"LA PLATA Nº 17","Buenos Aires","Protocolo 21","2013","04","RURAL 5 PUERTAS","112","RENAULT","930","DUSTER CONFORT PLUS 1.6 4X2 ABS","1","Privado","Física","LOS HORNOS-LA PLATA","BUENOS AIRES","Femenino","1990","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-09","2021-08-04",1077,"QUILMES Nº 1","Buenos Aires","Importado","2021","04","RURAL 5 PUERTAS","P04","DS","034","DS 7 CROSSBACK HDI 180 AUTOMATIC SO CHIC MY20","1","Privado","Física","DON BOSCO","BUENOS AIRES","Masculino","1972","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-17","2018-05-16",1298,"TRENQUE LAUQUEN Nº 2","Buenos Aires","Importado","2018","04","RURAL 5 PUERTAS","130","TOYOTA","977","INNOVA SRV 2.7 NAFTA 6 A/T 8A","1","Privado","Física","TRENQUE LAUQUEN","BUENOS AIRES","Masculino","1965","CHINA",100,"06","CHN"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-07","2020-04-27",4019,"LA CARLOTA","Córdoba","Protocolo 21","2020","04","RURAL 5 PUERTAS","112","RENAULT","A61","CAPTUR INTENS 2.0","1","Privado","Física","LA CARLOTA","CORDOBA","Masculino","1953","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-07","2013-06-10",1012,"BOLIVAR","Buenos Aires","Protocolo 21","2013","04","RURAL 5 PUERTAS","047","FORD","A03","ECOSPORT TITANIUM 2.0L MT N","1","Privado","Física","HALE","BUENOS AIRES","Masculino","1984","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-14","2013-05-29",4082,"VILLA ALLENDE Nº 2","Córdoba","Protocolo 21","2013","04","RURAL 5 PUERTAS","047","FORD","998","ECOSPORT SE 1.6L MT N","1","Privado","Física","VILLA ALLENDE","CORDOBA","Femenino","1964","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-16","2014-10-09",4007,"CORDOBA Nº 03","Córdoba","Protocolo 21","2014","04","RURAL 5 PUERTAS","044","FIAT","795","PALIO WEEKEND ADVENTURE 1.6 16V","1","Privado","Jurídica","CORDOBA","CORDOBA","No aplica","2010","No aplica",100,"14",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-09","2013-09-04",8004,"CONCORDIA Nº 1","Entre Ríos","Protocolo 21","2013","04","RURAL 5 PUERTAS","112","RENAULT","930","DUSTER CONFORT PLUS 1.6 4X2 ABS","1","Privado","Física","CONCORDIA","ENTRE RIOS","No identificado","1957","ARGENTINA",100,"30","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-30","2013-06-05",4071,"VILLA CARLOS PAZ Nº 2","Córdoba","Protocolo 21","2013","04","RURAL 5 PUERTAS","047","FORD","992","ECOSPORT FREESTYLE 1.6L MT N","1","Privado","Física","VILLA CARLOS PAZ","CORDOBA","Femenino","1990","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-02","2010-06-28",4003,"BELL VILLE Nº 1","Córdoba","Importado","2010","04","RURAL 5 PUERTAS","158","DODGE","116","JOURNEY R/T 2.7","1","Privado","Física","BELL VILLE","CORDOBA","Femenino","1971","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-08","2008-01-28",4082,"VILLA ALLENDE Nº 2","Córdoba","Protocolo 21","2008","04","RURAL 5 PTAS","112","RENAULT","647","MEGANE II G.TOUR DCI LUXE","1","Privado","Física","VILLA ALLENDE","CORDOBA","Femenino","1972","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-15","2018-01-29",4003,"BELL VILLE Nº 1","Córdoba","Protocolo 21","2018","04","RURAL 5 PUERTAS","112","RENAULT","A62","CAPTUR ZEN 2.0","1","Privado","Física","SAN ANTONIO DE LITIN","CORDOBA","Femenino","1978","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-08","2020-10-13",1196,"LA PLATA Nº 08","Buenos Aires","Protocolo 21","2020","04","RURAL 5 PUERTAS","151","JEEP","099","COMPASS SPORT 2.4 MT6 FWD","1","Privado","Física","LA PLATA","BUENOS AIRES","Masculino","1969","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-27","2012-07-05",1197,"SAN ISIDRO Nº 06","Buenos Aires","Importado","2012","04","RURAL 5 PTAS","158","DODGE","117","JOURNEY SXT 2.4","1","Privado","Física","BOULOGNE","BUENOS AIRES","Femenino","1975","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-06","2022-07-01",2012,"CAPITAL FEDERAL Nº 012","Ciudad Autónoma de Bs.As.","Protocolo 21","2022","04","RURAL 5 PUERTAS","130","TOYOTA","B34","COROLLA CROSS SEG HEV 1.8 ECVT","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1972","ARGENTINA",100,"02","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-14","2017-06-09",1165,"SAN FERNANDO Nº 2","Buenos Aires","Protocolo 21","2017","04","RURAL 5 PUERTAS","112","RENAULT","A62","CAPTUR ZEN 2.0","1","Privado","Física","SAN FERNANDO","BUENOS AIRES","Femenino","1960","ARGENTINA",50,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-31","2019-03-21",4082,"VILLA ALLENDE Nº 2","Córdoba","Protocolo 21","2019","04","RURAL 5 PUERTAS","112","RENAULT","A61","CAPTUR INTENS 2.0","1","Privado","Física","SALDAN","CORDOBA","Masculino","1968","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-23","2019-08-27",4071,"VILLA CARLOS PAZ Nº 2","Córdoba","Protocolo 21","2019","04","RURAL 5 PUERTAS","151","JEEP","102","RENEGADE LONGITUDE 1.8L AT6 AUTOMATICO","1","Privado","Física","VILLA CARLOS PAZ","CORDOBA","Femenino","1967","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-16","2014-10-09",4007,"CORDOBA Nº 03","Córdoba","Protocolo 21","2014","04","RURAL 5 PUERTAS","044","FIAT","795","PALIO WEEKEND ADVENTURE 1.6 16V","1","Privado","Jurídica","CORDOBA","CORDOBA","No aplica","2010","No aplica",100,"14",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-10","2019-03-21",4082,"VILLA ALLENDE Nº 2","Córdoba","Protocolo 21","2019","04","RURAL 5 PUERTAS","112","RENAULT","A61","CAPTUR INTENS 2.0","1","Privado","Física","SALDAN","CORDOBA","Masculino","1968","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-03","2013-09-30",4007,"CORDOBA Nº 03","Córdoba","Protocolo 21","2013","04","RURAL 5 PUERTAS","047","FORD","993","ECOSPORT TITANIUM 1.6L MT N","1","Privado","Jurídica","CORDOBA","CORDOBA","No aplica","2008","No aplica",100,"14",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-21","2018-03-28",1240,"JOSE C. PAZ Nº 1","Buenos Aires","Protocolo 21","2018","04","RURAL 5 PUERTAS","112","RENAULT","A15","DUSTER PH2 PRIVILEGE 1.6","1","Privado","Física","JOSE C PAZ","BUENOS AIRES","Masculino","1980","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-07","2008-07-01",1196,"LA PLATA Nº 08","Buenos Aires","Protocolo 21","2008","04","RURAL 5 PTAS","047","FORD","597","ECOSPORT 1.6 L 4X2 XL PLUS","1","Privado","Física","LA PLATA","BUENOS AIRES","Femenino","1984","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-02","2017-05-30",5007,"SANTO TOME","Corrientes","Protocolo 21","2017","04","RURAL 5 PUERTAS","112","RENAULT","A61","CAPTUR INTENS 2.0","1","Privado","Física","GOBERNADOR VIRASORO","CORRIENTES","Masculino","1991","ARGENTINA",100,"18","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-09","2013-09-30",4007,"CORDOBA Nº 03","Córdoba","Protocolo 21","2013","04","RURAL 5 PUERTAS","047","FORD","993","ECOSPORT TITANIUM 1.6L MT N","1","Privado","Jurídica","CORDOBA","CORDOBA","No aplica","2008","No aplica",100,"14",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-09","2011-06-09",8004,"CONCORDIA Nº 1","Entre Ríos","Protocolo 21","2011","04","RURAL 5 PTAS","044","FIAT","680","PALIO WEEKEND TREKKING 1.4MPI 8V","1","Privado","Física","CONCORDIA","ENTRE RIOS","No identificado","1959","ARGENTINA",100,"30","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-08","2007-01-18",4082,"VILLA ALLENDE Nº 2","Córdoba","Protocolo 21","2007","04","RURAL 5 PTAS","047","FORD","596","ECOSPORT 1.6 L 4X2 XLS","1","Privado","Física","VILLA ALLENDE","CORDOBA","Masculino","1973","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-30","2015-03-16",4046,"VILLA ALLENDE Nº 1","Córdoba","Protocolo 21","2015","04","RURAL 5 PUERTAS","G89","CHERY","001","TIGGO 2.0 COMFORT","1","Privado","Física","MENDIOLAZA","CORDOBA","Femenino","1973","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-23","2019-07-03",1269,"LA MATANZA Nº 12","Buenos Aires","Importado","2019","04","RURAL 5 PUERTAS","112","RENAULT","A17","DUSTER PH2 EXPRESSION 1.6","1","Privado","Física","VILLA CELINA","BUENOS AIRES","Femenino","1971","PERU",100,"06",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","2009-03-26",8003,"CONCEPCION DEL URUGUAY Nº 1","Entre Ríos","Protocolo 21","2009","04","RURAL 5 PTAS","136","VOLKSWAGEN","276","GOL COUNTRY 1.6","1","Privado","Física","CONCEPCIÓN DEL URUGUAY","ENTRE RIOS","No identificado","1988","ARGENTINA",100,"30","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-02","2013-07-30",2005,"CAPITAL FEDERAL Nº 005","Ciudad Autónoma de Bs.As.","Importado","2013","04","RURAL 5 PUERTAS","112","RENAULT","930","DUSTER CONFORT PLUS 1.6 4X2 ABS","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1981","ARGENTINA",100,"02","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-27","2015-03-31",4045,"CORDOBA Nº 12","Córdoba","Protocolo 21","2015","04","RURAL 5 PUERTAS","047","FORD","A03","ECOSPORT TITANIUM 2.0L MT N","1","Privado","Física","CORDOBA CAPITAL","CORDOBA","Masculino","1974","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-10","2015-08-24",1269,"LA MATANZA Nº 12","Buenos Aires","Protocolo 21","2015","04","RURAL 5 PUERTAS","047","FORD","993","ECOSPORT TITANIUM 1.6L MT N","1","Privado","Física","VILLA CELINA","BUENOS AIRES","Masculino","1985","BOLIVIA",100,"06","BOL"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-20","2012-07-27",1186,"MORENO Nº 2","Buenos Aires","Protocolo 21","2012","04","RURAL 5 PTAS","047","FORD","597","ECOSPORT 1.6 L 4X2 XL PLUS","1","Privado","Física","MORENO","BUENOS AIRES","Masculino","1973","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-17","2019-01-07",1154,"LA MATANZA Nº 06","Buenos Aires","Protocolo 21","2019","04","RURAL 5 PUERTAS","151","JEEP","099","COMPASS SPORT 2.4 MT6 FWD","1","Privado","Física","SAN JUSTO","BUENOS AIRES","Masculino","1970","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-16","2017-07-03",1269,"LA MATANZA Nº 12","Buenos Aires","Protocolo 21","2017","04","RURAL 5 PUERTAS","112","RENAULT","A61","CAPTUR INTENS 2.0","1","Privado","Física","TAPIALES","BUENOS AIRES","Masculino","1960","PERU",100,"06",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-10","2017-01-30",1174,"LA MATANZA Nº 07","Buenos Aires","Importado","2017","04","RURAL 5 PUERTAS","055","HONDA","507","CRV LX","1","Privado","Física","LOMAS DEL MIRADOR","BUENOS AIRES","No identificado","1974","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-17","2021-03-11",1180,"CAMPANA Nº 2","Buenos Aires","Protocolo 21","2021","04","RURAL 5 PUERTAS","136","VOLKSWAGEN","696","T-CROSS COMFORTLINE 1.6 MSI 110CV AT","1","Privado","Física","CAMPANA","BUENOS AIRES","Masculino","1962","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-28","2012-06-21",1171,"ESCOBAR Nº 1","Buenos Aires","Protocolo 21","2012","04","RURAL 5 PTAS","112","RENAULT","834","DUSTER DYNAMIQUE 1.6 4X2","1","Privado","Física","BELEN DE ESCOBAR","BUENOS AIRES","No identificado","1973","BOLIVIA",100,"06","BOL"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-30","2014-08-14",1269,"LA MATANZA Nº 12","Buenos Aires","Protocolo 21","2014","04","RURAL 5 PUERTAS","G89","CHERY","001","TIGGO 2.0 COMFORT","1","Privado","Física","TAPIALES","BUENOS AIRES","Masculino","1947","ARGENTINA",50,"06","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-22","2019-04-26",8007,"GUALEGUAY Nº 1","Entre Ríos","Protocolo 21","2019","04","RURAL 5 PUERTAS","047","FORD","B60","ECOSPORT S 1.5L MT N","1","Privado","Física","GUALEGUAY","ENTRE RIOS","Masculino","1968","ARGENTINA",100,"30","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-21","2019-08-23",1183,"OLIVOS Nº 06","Buenos Aires","Importado","2019","04","RURAL 5 PUERTAS","G89","CHERY","043","TIGGO 5 2.0 LUXURY CVT","1","Privado","Física","CARAPACHAY","BUENOS AIRES","No identificado","1983","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-31","2010-10-05",1182,"SAN NICOLAS Nº 2","Buenos Aires","Importado","2010","04","RURAL 5 PTAS","158","DODGE","116","JOURNEY R/T 2.7","1","Privado","Física","SAN NICOLÁS","BUENOS AIRES","Femenino","1978","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-03","2009-03-12",4041,"CORDOBA Nº 09","Córdoba","Protocolo 21","2009","04","RURAL 5 PTAS","047","FORD","821","ECOSPORT 2.0L XLS 4X2","1","Privado","Jurídica","CAPITAL","CORDOBA","No aplica","2004","No aplica",100,"14",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-20","2017-06-06",1182,"SAN NICOLAS Nº 2","Buenos Aires","Protocolo 21","2017","04","RURAL 5 PUERTAS","027","CITROEN","385","C3 AIRCROSS 115 SHINE","1","Privado","Física","SAN NICOLÁS","BUENOS AIRES","Femenino","1980","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-06","2010-01-29",4041,"CORDOBA Nº 09","Córdoba","Protocolo 21","2010","04","RURAL 5 PTAS","047","FORD","821","ECOSPORT 2.0L XLS 4X2","1","Privado","Jurídica","CAPITAL CORDOBA","CORDOBA","No aplica","2004","No aplica",100,"14",""
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-27","2017-05-30",8019,"GUALEGUAYCHU Nº 2","Entre Ríos","Importado","2017","04","RURAL 5 PUERTAS","058","HYUNDAI","447","CRETA","1","Privado","Física","GUALEGUAYCHU","ENTRE RIOS","Masculino","1970","ARGENTINA",10,"30","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-08","2013-11-28",4002,"ARROYITO","Córdoba","Protocolo 21","2013","04","RURAL 5 PUERTAS","112","RENAULT","980","DUSTER CONFORT PLUS 1.6 ABS ALU","1","Privado","Física","ARROYITO","CORDOBA","No identificado","1961","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-16","2018-01-10",1230,"ESCOBAR Nº 2","Buenos Aires","Importado","2018","04","RURAL 5 PUERTAS","027","CITROEN","445","C4 PICASSO THP 165 AT6 FEEL AM18","1","Privado","Física","ESCOBAR","BUENOS AIRES","Masculino","1974","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-23","2020-06-01",4071,"VILLA CARLOS PAZ Nº 2","Córdoba","Protocolo 21","2020","04","RURAL 5 PUERTAS","112","RENAULT","B38","CAPTUR BOSE 1.6 CVT","1","Privado","Física","VILLA CARLOS PAZ","CORDOBA","Femenino","1992","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-13","2011-01-25",1194,"AVELLANEDA Nº 5","Buenos Aires","Importado","2011","04","RURAL 5 PTAS","158","DODGE","116","JOURNEY R/T 2.7","1","Privado","Física","AVELLANEDA","BUENOS AIRES","Femenino","1969","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-10","2021-01-28",1230,"ESCOBAR Nº 2","Buenos Aires","Protocolo 21","2021","04","RURAL 5 PUERTAS","151","JEEP","099","COMPASS SPORT 2.4 MT6 FWD","1","Privado","Física","MATHEU","BUENOS AIRES","Femenino","1992","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-08","2021-01-14",1148,"LOMAS DE ZAMORA Nº 4","Buenos Aires","Protocolo 21","2021","04","RURAL 5 PUERTAS","136","VOLKSWAGEN","696","T-CROSS COMFORTLINE 1.6 MSI 110CV AT","1","Privado","Física","LOMAS DE ZAMORA","BUENOS AIRES","Masculino","1985","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-06","2004-09-21",4005,"CORDOBA Nº 01","Córdoba","Importado","2004","04","RURAL 5 PTAS","047","FORD","600","ECOSPORT 1.4L TDCI 4X2 XLS","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1952","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","2018-03-20",8003,"CONCEPCION DEL URUGUAY Nº 1","Entre Ríos","Importado","2018","04","RURAL 5 PUERTAS","C54","LIFAN","036","X50 1.5 VVT","1","Privado","Física","CONCEPCIÓN DEL URUGUAY","ENTRE RIOS","Femenino","1988","ARGENTINA",100,"30","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-08","2011-06-01",7012,"COMODORO RIVADAVIA Nº 5","Chubut","Protocolo 21","2011","04","RURAL 5 PTAS","047","FORD","596","ECOSPORT 1.6 L 4X2 XLS","1","Privado","Física","COMODORO RIVADAVIA","CHUBUT","Masculino","1987","ARGENTINA",100,"26","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-20","2011-11-09",1164,"MAR DEL PLATA Nº 06","Buenos Aires","Protocolo 21","2011","04","RURAL 5 PTAS","112","RENAULT","835","DUSTER EXPRESSION 1.6 4X2","1","Privado","Física","MAR DEL PLATA","BUENOS AIRES","Femenino","1971","ARGENTINA",50,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-27","2013-11-04",1195,"TIGRE Nº 3","Buenos Aires","Protocolo 21","2013","04","RURAL 5 PUERTAS","047","FORD","A03","ECOSPORT TITANIUM 2.0L MT N","1","Privado","Física","BENAVIDEZ","BUENOS AIRES","No identificado","1989","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-23","2014-01-07",14004,"POSADAS Nº 1","Misiones","Importado","2014","04","RURAL 5 PUERTAS","130","TOYOTA","849","RAV4 4X2 CVT","1","Privado","Física","POSADAS","MISIONES","Masculino","1979","ARGENTINA",50,"54","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-06","2015-01-19",1236,"OLIVOS Nº 09","Buenos Aires","Importado","2015","04","RURAL 5 PUERTAS","024","CHEVROLET","630","CHEVROLET TRACKER FWD LTZ","1","Privado","Física","MUNRO-VTE. LOPEZ","BUENOS AIRES","Masculino","1979","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-30","2013-01-25",1147,"LOMAS DE ZAMORA Nº 3","Buenos Aires","Protocolo 21","2013","04","RURAL 5 PUERTAS","047","FORD","998","ECOSPORT SE 1.6L MT N","1","Privado","Física","LOMAS DE ZAMORA","BUENOS AIRES","No identificado","1979","ARGENTINA",100,"06","ARG"
